abeam;abeam
madly;mad
magisterially;magisterial
magnanimously;magnanimous
magnificently;magnificent
magniloquently;magniloquent
mainly;main
majestically;majestic
maladroitly;maladroit
malapropos;malapropos
malevolently;malevolent
maliciously;malicious
malignantly;malignant
malleably;malleable
manageably;manageable
mandatorily;mandatory
manfully;manful
mangily;mangy
manifestly;manifest
manly;manly
man-to-man;man-to-man
manually;manual
marginally;marginal
markedly;marked
martially;martial
marvelously;marvelous
masochistically;masochistic
massively;massive
masterfully;masterful
materially;material
maternally;maternal
matrilineally;matrilineal
maturely;mature
mawkishly;mawkish
maximally;maximal
meagerly;meagerly
meagrely;meagre
meanderingly;meandering
meaningfully;meaningful
meanly;mean
measuredly;measured
mechanistically;mechanistic
medially;medial
medically;medical
medicinally;medicinal
meditatively;meditative
meekly;meek
mellowingly;mellowing
mellowly;mellow
melodramatically;melodramatic
menacingly;menacing
mendaciously;mendacious
menially;menial
mentally;mental
mercifully;merciful
mercilessly;merciless
merely;mere
meretriciously;meretricious
merrily;merry
messily;messy
metaphysically;metaphysical
methodically;methodical
methodologically;methodological
meticulously;meticulous
midmost;midmost
midway;midway
midweek;midweek
mightily;mighty
mighty;mighty
mildly;mild
militarily;military
mincingly;mincing
mindfully;mindful
mindlessly;mindless
minimally;minimal
ministerially;ministerial
minutely;minute
miraculously;miraculous
mirthfully;mirthful
mischievously;mischievous
miserably;miserable
misleadingly;misleading
mistakenly;mistaken
mistily;misty
mistrustfully;mistrustful
mockingly;mocking
moderately;moderate
modestly;modest
modishly;modish
moistly;moist
momentarily;momentary
monaurally;monaural
monolingually;monolingual
monosyllabically;monosyllabic
monstrously;monstrous
monthly;monthly
moodily;moody
moonily;moony
morally;moral
morbidly;morbid
more;more
morosely;morose
mortally;mortal
most;most
mostly;most
motherly;motherly
motionlessly;motionless
mournfully;mournful
movingly;moving
much;much
mulishly;mulish
multifariously;multifarious
mundanely;mundane
municipally;municipal
munificently;munificent
murkily;murky
musically;musical
musingly;musing
mutably;mutable
mutely;mute
mutually;mutual
mysteriously;mysterious
naively;naive
nakedly;naked
narrowly;narrow
narrow-mindedly;narrow-minded
nasally;nasal
nastily;nasty
nationally;national
nationwide;nationwide
nattily;natty
naughtily;naughty
near;near
nearby;nearby
nearer;nearer
nearest;nearest
nearly;near
neatly;neat
nebulously;nebulous
necessarily;necessary
needfully;needful
needlessly;needless
nefariously;nefarious
negatively;negative
neglectfully;neglectful
negligently;negligent
nervelessly;nerveless
nervily;nervy
nervously;nervous
neurobiological;neurobiological
neurotically;neurotic
new;new
newly;new
next;next
nicely;nice
nigh;nigh
nighest;nighest
nightly;nightly
nimbly;nimble
ninefold;ninefold
no;no
nocturnally;nocturnal
noiselessly;noiseless
noisily;noisy
nominally;nominal
nonchalantly;nonchalant
noncompetitively;noncompetitive
noncomprehensively;noncomprehensive
nonlexically;nonlexical
nonspecifically;nonspecific
nonstop;nonstop
nonverbally;nonverbal
nonviolently;nonviolent
normally;normal
north;north
northeast;northeast
northeastward;northeastward
northeastwardly;northeastward
northerly;northerly
northward;northward
northwards;northward
northwest;northwest
northwestward;northwestward
northwestwardly;northwestward
nostalgically;nostalgic
notably;notable
notoriously;notorious
noxiously;noxious
numbly;numb
nutritionally;nutritional
nuttily;nutty
o.k.;o.k.
obdurately;obdurate
obediently;obedient
objectively;objective
obligatorily;obligatory
obligingly;obliging
obliquely;oblique
obnoxiously;obnoxious
obscenely;obscene
obscurely;obscure
obsequiously;obsequious
observantly;observant
observingly;observing
obsessionally;obsessional
obstinately;obstinate
obstreperously;obstreperous
obtrusively;obtrusive
obtusely;obtuse
obviously;obvious
occasionally;occasional
oddly;odd
odiously;odious
off;off
offhandedly;offhanded
officially;official
offshore;offshore
offstage;offstage
often;frequent
ok;ok
okay;okay
ominously;ominous
once;once
one-on-one;one-on-one
onerously;onerous
only;only
onshore;onshore
onstage;onstage
onward;onward
onwards;onward
opaquely;opaque
openly;open
operationally;operational
opportunely;opportune
optimally;optimal
optimistically;optimistic
opulently;opulent
orally;oral
ordinarily;ordinary
organizationally;organizational
originally;original
ornately;ornate
osmotically;osmotic
ostentatiously;ostentatious
out;out
outlandishly;outlandish
outright;outright
outside;outside
outspokenly;outspoken
outstandingly;outstanding
outward;outward
outwardly;outward
outwards;outward
over;over
overbearingly;overbearing
overhead;overhead
overly;overlying
overmuch;overmuch
overnight;overnight
overpoweringly;overpowering
overtly;overt
overwhelmingly;overwhelming
owlishly;owlish
painfully;painful
painlessly;painless
painstakingly;painstaking
palely;pale
pallidly;pallid
palmately;palmate
palpably;palpable
pantingly;panting
paradoxically;paradoxical
pardonably;pardonable
parenterally;parenteral
parochially;parochial
partially;partial
particularly;particular
partly;part
part-time;part-time
passably;passable
passively;passive
pat;pat
patchily;patchy
patently;patent
paternally;paternal
pathetically;pathetic
pathogenically;pathogenic
patiently;patient
patrilineally;patrilineal
patriotically;patriotic
patronizingly;patronizing
peacefully;peaceful
peculiarly;peculiar
pedantically;pedantic
peevishly;peevish
pejoratively;pejorative
pell-mell;pell-mell
pellucidly;pellucid
penally;penal
penetratingly;penetrating
penitently;penitent
pensively;pensive
penuriously;penurious
perceptually;perceptual
peremptorily;peremptory
perennially;perennial
perfectly;perfect
perfidiously;perfidious
perfunctorily;perfunctory
perilously;perilous
peripherally;peripheral
perkily;perky
permanently;permanent
perniciously;pernicious
perpendicularly;perpendicular
perpetually;perpetual
perplexedly;perplexed
perseveringly;persevering
persistently;persistent
personally;personal
person-to-person;person-to-person
perspicuously;perspicuous
persuasively;persuasive
pertinaciously;pertinacious
pertinently;pertinent
pertly;pert
perversely;perverse
pessimistically;pessimistic
pettily;petty
pettishly;pettish
petulantly;petulant
phenomenally;phenomenal
philanthropically;philanthropic
phonemic;phonemic
phonetically;phonetic
photographically;photographic
phylogenetically;phylogenetic
physically;physical
pianissimo;pianissimo
pictorially;pictorial
picturesquely;picturesque
piecemeal;piecemeal
piercingly;piercing
piggishly;piggish
piggyback;piggyback
pinnately;pinnate
piously;pious
piquantly;piquant
piratically;piratical
piteously;piteous
pithy;pithy
pitiably;pitiable
pitifully;pitiful
pitilessly;pitiless
pityingly;pitying
pizzicato;pizzicato
placatingly;placating
placidly;placid
plaguey;plaguey
plaguily;plaguy
plaguy;plaguy
plain;plain
plainly;plain
plaintively;plaintive
plastically;plastic
plausibly;plausible
playfully;playful
pleadingly;pleading
pleasantly;pleasant
pleasingly;pleasing
plenarily;plenary
plenteously;plenteous
plentifully;plentiful
pliantly;pliant
ploddingly;plodding
pluckily;plucky
pneumatically;pneumatic
poignantly;poignant
point-blank;point-blank
pointedly;pointed
pointlessly;pointless
poisonously;poisonous
politely;polite
polygonally;polygonal
polysyllabically;polysyllabic
pompously;pompous
poorly;poorly
pop;pop
popishly;popish
popularly;popular
portably;portable
positively;positive
possibly;possible
post-free;post-free
posthumously;posthumous
postoperatively;postoperative
potentially;potential
potently;potent
powerfully;powerful
powerlessly;powerless
practically;practical
praiseworthily;praiseworthy
precariously;precarious
precedentedly;precedented
precious;precious
preciously;precious
precisely;precise
predominantly;predominant
preeminently;preeminent
prematurely;premature
preponderantly;preponderant
prepositionally;prepositional
preposterously;preposterous
presciently;prescient
presently;present
pressingly;pressing
prestissimo;prestissimo
presto;presto
pretentiously;pretentious
prettily;pretty
pretty;pretty
previously;previous
priggishly;priggish
primarily;primary
primitively;primitive
primly;prim
principally;principal
prissily;prissy
privately;private
privily;privy
pro;pro
probabilistically;probabilistic
probably;probable
prodigally;prodigal
prodigiously;prodigious
profanely;profane
professedly;professed
professorially;professorial
proficiently;proficient
profitlessly;profitless
profligately;profligate
profoundly;profound
profusely;profuse
progressively;progressive
prominently;prominent
promiscuously;promiscuous
promisingly;promising
promptly;prompt
properly;proper
propitiously;propitious
proportionally;proportional
prosaically;prosaic
prosily;prosy
protestingly;protesting
protractedly;protracted
proudly;proud
provably;provable
proverbially;proverbial
providently;provident
provincially;provincial
provokingly;provoking
prudently;prudent
prudishly;prudish
pruriently;prurient
pryingly;prying
psychologically;psychological
publicly;public
puckishly;puckish
pugnaciously;pugnacious
punctiliously;punctilious
punctually;punctual
pungently;pungent
punily;puny
punishingly;punishing
punitively;punitive
punitorily;punitory
purely;pure
purportedly;purported
purposefully;purposeful
purposelessly;purposeless
pusillanimously;pusillanimous
quaintly;quaint
qualitatively;qualitative
quantitatively;quantitative
quarterly;quarterly
quaveringly;quavering
queasily;queasy
queerly;queer
querulously;querulous
questioningly;questioning
quick;quick
quickly;quick
quite;(quite)
quiet;quiet
quietly;quiet
quixotically;quixotic
racially;racial
racily;racy
radially;radial
radiantly;radiant
radically;radical
raffishly;raffish
raggedly;ragged
rakishly;rakish
rallentando;rallentando
ramblingly;rambling
rampantly;rampant
randomly;random
rapaciously;rapacious
rapidly;rapid
rapturously;rapturous
rarely;rare
rashly;rash
raspingly;rasping
rationally;rational
raucously;raucous
raving;raving
ravingly;raving
ravishingly;ravishing
readably;readable
readily;ready
real;real
really;real
rearward;rearward
rearwards;rearward
reassuringly;reassuring
rebelliously;rebellious
recently;recent
reciprocally;reciprocal
recklessly;reckless
recurrently;recurrent
redly;red
reflexly;reflex
refreshfully;refreshful
refreshingly;refreshing
regally;regal
regimentally;regimental
regionally;regional
regretfully;regretful
regrettably;regrettable
regularly;regular
relativistically;relativistic
relentlessly;relentless
relevantly;relevant
reliably;reliable
religiously;religious
reluctantly;reluctant
remarkably;remarkable
reminiscently;reminiscent
remorsefully;remorseful
remorselessly;remorseless
remotely;remote
rent-free;rent-free
repeatedly;repeated
repentantly;repentant
reportedly;reported
reprehensibly;reprehensible
reprehensively;reprehensible
reproachfully;reproachful
reprovingly;reproving
repulsively;repulsive
reputedly;reputed
resentfully;resentful
reservedly;reserved
residentially;residential
resignedly;resigned
resolutely;resolute
resoundingly;resounding
resourcefully;resourceful
respectfully;respectful
resplendently;resplendent
restfully;restful
restively;restive
restlessly;restless
retail;retail
reticently;reticent
retroactively;retroactive
retrospectively;retrospective
revengefully;revengeful
reversely;reverse
revoltingly;revolting
rhapsodically;rhapsodic
rhetorically;rhetorical
richly;rich
ridiculously;ridiculous
right-down;right-down
righteously;righteous
rightfully;rightful
rightly;right
rigidly;rigid
riotously;riotous
ripely;ripe
riskily;risky
ritually;ritual
roaring;roaring
robustly;robust
roguishly;roguish
rollickingly;rollicking
roomily;roomy
rotationally;rotational
rottenly;rotten
rotundly;rotund
rough;rough
roughly;rough
round-arm;round-arm
roundly;round
routinely;routine
rowdily;rowdy
royally;royal
rudely;rude
ruefully;rueful
ruggedly;rugged
ruinously;ruinous
rurally;rural
ruthlessly;ruthless
sacredly;sacred
sacrilegiously;sacrilegious
sadly;sad
safely;safe
sagaciously;sagacious
sagely;sage
salaciously;salacious
same;same
sanctimoniously;sanctimonious
sanely;sane
sapiently;sapient
sarcastically;sarcastic
sardonically;sardonic
satisfactorily;satisfactory
satisfyingly;satisfying
saucily;saucy
savagely;savage
scandalously;scandalous
scantily;scanty
scarce;scarce
scarcely;scarce
scarily;scary
scathingly;scathing
scenically;scenic
sceptically;sceptical
schematically;schematic
scholastically;scholastic
scientifically;scientific
scornfully;scornful
scrappily;scrappy
screakily;screaky
screamingly;screaming
scrumptiously;scrumptious
scrupulously;scrupulous
scurrilously;scurrilous
scurvily;scurvy
searchingly;searching
seasonally;seasonal
seaward;seaward
seawards;seaward
secondarily;secondary
second-best;second-best
secondhand;secondhand
secondly;second
secretly;secret
securely;secure
sedately;sedate
sedulously;sedulous
seemingly;seeming
self-conceitedly;self-conceited
self-consciously;self-conscious
selfishly;selfish
selflessly;selfless
self-righteously;self-righteous
semantically;semantic
sensationally;sensational
senselessly;senseless
sensibly;sensible
sensually;sensual
sensuously;sensuous
sentimentally;sentimental
separately;separate
sequentially;sequential
serenely;serene
serially;serial
seriously;serious
servilely;servile
sevenfold;sevenfold
seventhly;seventh
severely;severe
sexually;sexual
shabbily;shabby
shaggily;shaggy
shakily;shaky
shallowly;shallow
shamefacedly;shamefaced
shamefully;shameful
shamelessly;shameless
shapelessly;shapeless
sharp;sharp
sharply;sharp
sheepishly;sheepish
sheer;sheer
shiftily;shifty
shockingly;shocking
shoddily;shoddy
short;short
shortly;short
showily;showy
shrewdly;shrewd
shrewishly;shrewish
shudderingly;shuddering
shyly;shy
sickeningly;sickening
sidearm;sidearm
sidelong;sidelong
sidesplittingly;sidesplitting
significantly;significant
silently;silent
silkily;silky
similarly;similar
simply;simple
simultaneously;simultaneous
sincerely;sincere
single-handed;single-handed
singlehandedly;singlehanded
single-handedly;single-handed
singly;single
singularly;singular
sinusoidally;sinusoidal
sixfold;sixfold
sixthly;sixth
skeptically;skeptical
sketchily;sketchy
skilfully;skilful
skillfully;skillful
skimpily;skimpy
skittishly;skittish
skyward;skyward
skywards;skyward
slackly;slack
slangily;slangy
slantingly;slanting
slap;slapped
slapdash;slapdash
slavishly;slavish
sleekly;sleek
sleepily;sleepy
sleeplessly;sleepless
slenderly;slender
slickly;slick
slightingly;slighting
slightly;slight
slimly;slim
slopingly;sloping
sloppily;sloppy
slouchily;slouchy
slouchingly;slouching
slow;slow
slowly;slow
sluggishly;sluggish
slyly;sly
small;small
small-mindedly;small-minded
smarmily;smarmy
smartly;smart
smashingly;smashing
smilingly;smiling
smolderingly;smoldering
smoothly;smooth
smoulderingly;smouldering
smugly;smug
smuttily;smutty
snappishly;snappish
sneakily;sneaky
sneakingly;sneaking
sneeringly;sneering
snidely;snide
snobbishly;snobbish
snootily;snooty
snugly;snug
so;so
soberly;sober
sociably;sociable
socially;social
socioeconomically;socioeconomic
sociolinguistically;sociolinguistic
sociologically;sociological
soft;soft
softly;soft
solely;sole
solemnly;solemn
solidly;solid
solitarily;solitary
solubly;soluble
somberly;somber
sombrely;sombre
some;some
sometime;sometime
sometimes;sometime
somnolently;somnolent
soothingly;soothing
sopping;sopping
sordidly;sordid
sorely;sore
sorrowfully;sorrowful
so-so;so-so
sottishly;sottish
soughingly;soughing
soulfully;soulful
soullessly;soulless
soundlessly;soundless
soundly;sound
sourly;sour
south;south
southeast;southeast
southeastward;southeastward
southeastwardly;southeastward
southerly;southerly
southward;southward
southwards;southward
southwest;southwest
southwestward;southwestward
southwestwardly;southwestward
spaciously;spacious
sparely;spare
sparingly;sparing
sparsely;sparse
spasmodically;spasmodic
specially;special
speciously;specious
spectacularly;spectacular
spectrographically;spectrographic
speculatively;speculative
speechlessly;speechless
speedily;speedy
spicily;spicy
spinally;spinal
spirally;spiral
spitefully;spiteful
splendidly;splendid
spontaneously;spontaneous
spookily;spooky
sporadically;sporadic
sportingly;sporting
sportively;sportive
spotlessly;spotless
sprucely;spruce
spuriously;spurious
squalidly;squalid
squarely;square
squeamishly;squeamish
staccato;staccato
staggeringly;staggering
stagily;stagy
staidly;staid
stammeringly;stammering
standoffishly;standoffish
staring;staring
staringly;staring
stark;stark
starkly;stark
startlingly;startling
statewide;statewide
statically;static
statutorily;statutory
staunchly;staunch
steadfastly;steadfast
steadily;steady
stealthily;stealthy
steeply;steep
stepwise;stepwise
sternly;stern
stertorously;stertorous
stickily;sticky
stiff;stiff
stiffly;stiff
still;still
stiltedly;stilted
stingily;stingy
stirringly;stirring
stochastically;stochastic
stockily;stocky
stock-still;stock-still
stodgily;stodgy
stoically;stoical
stolidly;stolid
stonily;stony
stormily;stormy
stoutly;stout
stragglingly;straggling
straight;straight
straightaway;straightaway
straight-backed;straight-backed
straightforwardly;straightforward
strangely;strange
strenuously;strenuous
strictly;strict
stridently;strident
strikingly;striking
stringently;stringent
strongly;strong
structurally;structural
stubbornly;stubborn
studiously;studious
stuffily;stuffy
stunningly;stunning
stupendously;stupendous
stupidly;stupid
sturdily;sturdy
stutteringly;stuttering
stylishly;stylish
suavely;suave
subconsciously;subconscious
subcutaneously;subcutaneous
sublimely;sublime
submissively;submissive
subsequently;subsequent
subserviently;subservient
substantially;substantial
subtly;subtle
successfully;successful
successively;successive
succinctly;succinct
such;such
suddenly;sudden
sufficiently;sufficient
suitably;suitable
sulkily;sulky
sullenly;sullen
sultrily;sultry
summarily;summary
sumptuously;sumptuous
sunnily;sunny
superbly;superb
superciliously;supercilious
superficially;superficial
superfluously;superfluous
superlatively;superlative
supernaturally;supernatural
superstitiously;superstitious
supinely;supine
supposedly;supposed
supremely;supreme
sure;sure
surefootedly;surefooted
surely;sure
surgically;surgical
surlily;surly
surpassingly;surpassing
surprisedly;surprised
surprisingly;surprising
surreptitiously;surreptitious
susceptibly;susceptible
suspiciously;suspicious
sweepingly;sweeping
sweet;sweet
sweetly;sweet
swiftly;swift
swimmingly;swimming
symbiotically;symbiotic
sympathetically;sympathetic
symptomatically;symptomatic
tacitly;tacit
taciturnly;taciturn
tactfully;tactful
tactlessly;tactless
tactually;tactual
talkily;talky
tamely;tame
tangentially;tangential
tangibly;tangible
tantalizingly;tantalizing
tardily;tardy
tartly;tart
tastefully;tasteful
tastelessly;tasteless
tastily;tasty
tattily;tatty
tauntingly;taunting
tautly;taut
tawdrily;tawdry
tearfully;tearful
teasingly;teasing
technically;technical
technologically;technological
tediously;tedious
telegraphically;telegraphic
tellingly;telling
temperamentally;temperamental
temporally;temporal
temporarily;temporary
temptingly;tempting
tenably;tenable
tenaciously;tenacious
tenderly;tender
tenfold;tenfold
tensely;tense
tentatively;tentative
tenthly;tenth
tenuously;tenuous
tepidly;tepid
terminally;terminal
terribly;terrible
terrifically;terrific
territorially;territorial
tersely;terse
testily;testy
tetchily;tetchy
thankfully;thankful
thematically;thematic
then;then
theologically;theological
thermally;thermal
thermostatically;thermostatic
thick;thick
thickly;thick
thievishly;thievish
thinly;thin
third;third
thirdly;third
thirstily;thirsty
thoroughly;thorough
thoughtfully;thoughtful
thoughtlessly;thoughtless
threateningly;threatening
threefold;threefold
thriftily;thrifty
thriftlessly;thriftless
through;through
tidily;tidy
tight;tight
tightly;tight
timidly;timid
timorously;timorous
tiptoe;tiptoe
tiredly;tired
tirelessly;tireless
together;together
tolerantly;tolerant
tonelessly;toneless
tongue-in-cheek;tongue-in-cheek
topically;topical
toppingly;topping
topsy-turvily;topsy-turvy
topsy-turvy;topsy-turvy
torpidly;torpid
tortuously;tortuous
totally;total
touchily;touchy
touchingly;touching
toughly;tough
tractably;tractable
traditionally;traditional
traitorously;traitorous
tranquilly;tranquil
transiently;transient
transitionally;transitional
transitively;transitive
transitorily;transitory
transversely;transverse
treacherously;treacherous
trebly;treble
tremendously;tremendous
tremulously;tremulous
trenchantly;trenchant
trepidly;trepid
trickily;tricky
trimly;trim
trippingly;tripping
tritely;trite
triumphantly;triumphant
trivially;trivial
truculently;truculent
truly;true
trustfully;trustful
trustingly;trusting
truthfully;truthful
tumultuously;tumultuous
tunefully;tuneful
tunelessly;tuneless
turbulently;turbulent
turgidly;turgid
twofold;twofold
ultimately;ultimate
ultrasonically;ultrasonic
unabashedly;unabashed
unaccompanied;unaccompanied
unaccountably;unaccountable
unachievably;unachievable
unadvisedly;unadvised
unalterably;unalterable
unambiguously;unambiguous
unambitiously;unambitious
unanimously;unanimous
unappealingly;unappealing
unashamedly;unashamed
unassailably;unassailable
unassertively;unassertive
unassumingly;unassuming
unattainably;unattainable
unattractively;unattractive
unavoidably;unavoidable
unawares;unaware
unbearably;unbearable
unbecomingly;unbecoming
unbeknown;unbeknown
unbeknownst;unbeknownst
unbelievingly;unbelieving
unblinkingly;unblinking
uncannily;uncanny
unceasingly;unceasing
uncertainly;uncertain
uncharacteristically;uncharacteristic
unchivalrously;unchivalrous
uncivilly;uncivil
unco;unco
uncomfortably;uncomfortable
uncommonly;uncommon
uncomparably;uncomparable
uncomplainingly;uncomplaining
uncompromisingly;uncompromising
unconcernedly;unconcerned
unconditionally;unconditional
unconsciously;unconscious
unconstitutionally;unconstitutional
uncontroversially;uncontroversial
unconventionally;unconventional
unconvincingly;unconvincing
uncouthly;uncouth
uncritically;uncritical
unctuously;unctuous
undecipherably;undecipherable
undemocratically;undemocratic
undeniably;undeniable
undependably;undependable
under;under
underarm;underarm
underground;underground
underhandedly;underhanded
understandingly;understanding
undeservedly;undeserved
undiplomatically;undiplomatic
undisputedly;undisputed
undoubtedly;undoubted
undramatically;undramatic
unduly;undue
uneasily;uneasy
unemotionally;unemotional
unendingly;unending
unenergetically;unenergetic
unenthusiastically;unenthusiastic
unequally;unequal
unequivocally;unequivocal
unerringly;unerring
unethically;unethical
unevenly;uneven
uneventfully;uneventful
unexcitingly;unexciting
unexpectedly;unexpected
unfailingly;unfailing
unfairly;unfair
unfaithfully;unfaithful
unfalteringly;unfaltering
unfashionably;unfashionable
unfavorably;unfavorable
unfavourably;unfavourable
unfeelingly;unfeeling
unfeignedly;unfeigned
unforgettably;unforgettable
unforgivingly;unforgiving
unfortunately;unfortunate
ungracefully;ungraceful
ungraciously;ungracious
ungrammatically;ungrammatical
ungratefully;ungrateful
ungrudgingly;ungrudging
unhappily;unhappy
unharmoniously;unharmonious
unhelpfully;unhelpful
unhesitatingly;unhesitating
unhurriedly;unhurried
unhygienically;unhygienic
uniformly;uniform
unilaterally;unilateral
unimpeachably;unimpeachable
unintelligently;unintelligent
unintentionally;unintentional
uninterestingly;uninteresting
uninterruptedly;uninterrupted
uninvitedly;uninvited
uniquely;unique
unitedly;united
universally;universal
unjustly;unjust
unkindly;unkindly
unknowingly;unknowing
unlawfully;unlawful
unluckily;unlucky
unmanageably;unmanageable
unmanfully;unmanful
unmanly;unmanly
unmelodiously;unmelodious
unmemorably;unmemorable
unmercifully;unmerciful
unmindfully;unmindful
unmistakably;unmistakable
unmusically;unmusical
unnaturally;unnatural
unnecessarily;unnecessary
unnoticeably;unnoticeable
unobtrusively;unobtrusive
unofficially;unofficial
unpalatably;unpalatable
unpardonably;unpardonable
unpatriotically;unpatriotic
unpleasantly;unpleasant
unprecedentedly;unprecedented
unpretentiously;unpretentious
unproductively;unproductive
unprofitably;unprofitable
unpropitiously;unpropitious
unqualifiedly;unqualified
unquestionably;unquestionable
unquestioningly;unquestioning
unquietly;unquiet
unrealistically;unrealistic
unreasoningly;unreasoning
unrecognisable;unrecognisable
unrecognizably;unrecognizable
unrelentingly;unrelenting
unreliably;unreliable
unrepentantly;unrepentant
unreproducibly;unreproducible
unreservedly;unreserved
unrestrainedly;unrestrained
unrighteously;unrighteous
unromantically;unromantic
unsatisfactorily;unsatisfactory
unscientifically;unscientific
unscrupulously;unscrupulous
unselfconsciously;unselfconscious
unselfishly;unselfish
unsentimentally;unsentimental
unshakably;unshakable
unsmilingly;unsmiling
unsparingly;unsparing
unspeakably;unspeakable
unsportingly;unsporting
unsteadily;unsteady
unstintingly;unstinting
unsuccessfully;unsuccessful
unsuspectingly;unsuspecting
unswervingly;unswerving
unsympathetically;unsympathetic
unthinkingly;unthinking
untidily;untidy
untimely;untimely
untruly;untrue
untruthfully;untruthful
untypically;untypical
unusually;unusual
unutterably;unutterable
unwantedly;unwanted
unwarily;unwary
unwarrantably;unwarrantable
unwaveringly;unwavering
unwillingly;unwilling
unwisely;unwise
unwittingly;unwitting
unwontedly;unwonted
unworthily;unworthy
up;up
uphill;uphill
uppermost;uppermost
uppishly;uppish
uprightly;upright
upriver;upriver
uproariously;uproarious
upstage;upstage
upstate;upstate
upstream;upstream
uptown;uptown
upward;upward
upwardly;upward
upwards;upward
upwind;upwind
urgently;urgent
usefully;useful
uselessly;useless
usually;usual
usuriously;usurious
utterly;utter
vacantly;vacant
vacuously;vacuous
vaguely;vague
vainly;vain
valiantly;valiant
validly;valid
valorously;valorous
vanishingly;vanishing
vapidly;vapid
variously;various
vastly;vast
vehemently;vehement
venally;venal
vengefully;vengeful
ventrally;ventral
verbally;verbal
verbatim;verbatim
verbosely;verbose
verily;very
veritably;veritable
vertically;vertical
very;considerable
viably;viable
viciously;vicious
vigilantly;vigilant
vigorously;vigorous
vilely;vile
vindictively;vindictive
violently;violent
virtually;virtual
virtuously;virtuous
virulently;virulent
vis-a-vis;vis-a-vis
viscerally;visceral
viscidly;viscid
visibly;visible
visually;visual
vitally;vital
vitriolically;vitriolic
vivace;vivace
vivaciously;vivacious
vividly;vivid
vocally;vocal
vocationally;vocational
vociferously;vociferous
volcanically;volcanic
volitionally;volitional
volubly;voluble
voluntarily;voluntary
voluptuously;voluptuous
voraciously;voracious
vulgarly;vulgar
vulnerably;vulnerable
wackily;wacky
waggishly;waggish
wanly;wan
wantonly;wanton
warily;wary
warmly;warm
wastefully;wasteful
watchfully;watchful
wayward;wayward
weakly;weakly
wealthily;wealthy
wearily;weary
weekly;weekly
weightily;weighty
weirdly;weird
well;good
well-timed;well-timed
westerly;westerly
westward;westward
westwards;westward
wheezily;wheezy
wheezingly;wheezing
whimsically;whimsical
whiningly;whining
wholeheartedly;wholehearted
wholesale;wholesale
wholly;whole
whopping;whopping
wickedly;wicked
wide;wide
widely;wide
wild;wild
wildly;wild
wilfully;wilful
willfully;willful
willingly;willing
windily;windy
windward;windward
winsomely;winsome
wisely;wise
wishfully;wishful
wistfully;wistful
witheringly;withering
wittily;witty
wittingly;witting
woefully;woeful
wonderfully;wonderful
wonderingly;wondering
wondrously;wondrous
woodenly;wooden
wordily;wordy
wordlessly;wordless
worldwide;worldwide
worriedly;worried
worryingly;worrying
worse;worse
worst;worst
worthily;worthy
worthlessly;worthless
wrathfully;wrathful
wretchedly;wretched
wrongfully;wrongful
wrongheadedly;wrongheaded
wrongly;wrong
wryly;wry
yearly;yearly
yearningly;yearning
yieldingly;yielding
yon;yon
yonder;yonder
youthfully;youthful
zealously;zealous
zestfully;zestful
zestily;zesty
zigzag;zigzag
